,PropertyName,Address,Price,No_Bedrooms,No_Bathrooms,Floorsize,Property_Type,Tenure,PSF,link,Latitude,Longitude,District,State
84,TRX Residence,"Jalan Tun Razak, KLCC, KL City, Kuala Lumpur",1787000,2,2,850,New Project,Unknown,2102.35,https://www.propertyguru.com.my/propertylisting/trxresidenceforsalebyjesschyi36704861,47.3776542,8.538495,KL City, Kuala Lumpur
85,TRX Residence,"Jalan Tun Razak, KLCC, KL City, Kuala Lumpur",982000,1,1,474,New Project,Unknown,2071.73,https://www.propertyguru.com.my/propertylisting/trxresidenceforsalebyjesschyi36704582,47.3776542,8.538495,KL City, Kuala Lumpur
86,【5 Mins TO IMU BUKIT JALIL】Freehold Residential Condo Near Sri Petaling Pavilion OUG Kinrara Sunway,"Sri Petaling, Technology Park Malaysia, Bukit Jalil, Kuala Lumpur",558000,3,2,1000,Condominium,Freehold,558,https://www.propertyguru.com.my/propertylisting/5minstoimubukitjalilfreeholdresidentialcondonearsripetalingpavilionougkinrarasunwayforsalebykenixlai35642999,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
87,【RM199K Students Hostel】Xiamen University Cyberjaya  Cash Back RM20k! Ready Tenants,"Mid Valley City, Kuala Lumpur",189000,2,2,582,Condominium,Freehold,324.74,https://www.propertyguru.com.my/propertylisting/rm199kstudentshostelxiamenuniversitycyberjayacashbackrm20kreadytenantsforsalebyjanicek36123866,3.118506,101.6768457,Mid Valley City, Kuala Lumpur
88,J. Satine,"PT5701 (Lot 27211), Jalan Kilang Tiga, Setapak, Kuala Lumpur",300000,3,2,800,New Project,Unknown,375,https://www.propertyguru.com.my/propertylisting/jsatineforsalebysamtan36704538,3.1975774,101.7139655,Setapak, Kuala Lumpur
89,KL Freehold LRT Low Dense Free Furnished,"Wangsa Maju, Kuala Lumpur",400000,3,2,878,Condominium,Freehold,455.58,https://www.propertyguru.com.my/propertylisting/klfreeholdlrtlowdensefreefurnishedforsalebygordontong36704507,3.20568905,101.7319923,Wangsa Maju, Kuala Lumpur
90,Inspirasi,"Jalan Kiara 3, Mont Kiara, Kuala Lumpur",770000,3,2,1014,Condominium,Leasehold,759.37,https://www.propertyguru.com.my/propertylisting/inspirasiforsalebyjesschyi36704487,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
91,Fortune Avenue," Jalan Metro Perdana 5, Kepong, Kuala Lumpur",418000,3,2,1076,Condominium,Leasehold,388.48,https://www.propertyguru.com.my/propertylisting/fortuneavenueforsalebysamtan36353301,3.2140294,101.634842,Kepong, Kuala Lumpur
92,SETAPAK SETAPAK SETAPAK SETAPAK,"Setapak, Kuala Lumpur",300000,3,2,1000,Condominium,Freehold,300,https://www.propertyguru.com.my/propertylisting/setapaksetapaksetapaksetapakforsalebycjtiew35411513,3.1975774,101.7139655,Setapak, Kuala Lumpur
93,Pavilion Damansara Heights,"Jalan Damanlela, Damansara Heights, Kuala Lumpur",3760000,5,3,2303,New Project,Unknown,1632.65,https://www.propertyguru.com.my/propertylisting/paviliondamansaraheightsforsalebynicolehow33493302,3.1523954,101.6584455,Damansara Heights, Kuala Lumpur
94,Pavilion Damansara Heights,"Jalan Damanlela, Damansara Heights, Kuala Lumpur",4450000,4,6,2803,New Project,Unknown,1587.58,https://www.propertyguru.com.my/propertylisting/paviliondamansaraheightsforsalebynicolehow33025363,3.1523954,101.6584455,Damansara Heights, Kuala Lumpur
95,Pavilion Damansara Heights,"Jalan Damanlela, Damansara Heights, Kuala Lumpur",3290000,4,4,1830,New Project,Unknown,1797.81,https://www.propertyguru.com.my/propertylisting/paviliondamansaraheightsforsalebynicolehow33025295,3.1523954,101.6584455,Damansara Heights, Kuala Lumpur
96,Riverville Residences,"Jalan Klang Lama Off Jalan Taman Sri Sentosa, Taman Sri Sentosa, Old Klang Road (Jalan Klang Lama), Kuala Lumpur",510000,3,2,1400,Condominium,Freehold,364.29,https://www.propertyguru.com.my/propertylisting/rivervilleresidencesforsalebygarychow36685361,3.0982804,101.6762084,Old Klang Road (Jalan Klang Lama), Kuala Lumpur
97,KL Wangsa Maju @ Next to LRT || RM 1300 / Month || 4R2B || 10min to KLCC,"Seksyen 10 Wangsa Maju, Wangsa Maju, Kuala Lumpur",300000,4,2,1200,Condominium,Freehold,250,https://www.propertyguru.com.my/propertylisting/klwangsamajunexttolrtrm1300month4r2b10mintoklccforsalebyjenong36634724,3.20568905,101.7319923,Wangsa Maju, Kuala Lumpur
98,The Link 2 Residences,"Bukit Jalil Highway Off Jalan Jalil Perkasa 1, Bukit Jalil, Kuala Lumpur",810000,3,2,1216,Condominium,Freehold,666.12,https://www.propertyguru.com.my/propertylisting/thelink2residencesforsalebyshawn34407824,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
99,5Min Bukit Jalil Landed Concept 20ft Ceiling Height Big Layout High Cash Back,"Bukit Jalil, Kuala Lumpur",490088,3,3,1367,Condominium,Freehold,358.51,https://www.propertyguru.com.my/propertylisting/5minbukitjalillandedconcept20ftceilingheightbiglayouthighcashbackforsalebycarolchong36702201,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
100,Last Freehold Residential Bukit Jalil Dual keys concept Free Brand Furnish,"Bukit Jalil, Kuala Lumpur",650000,3,3,1378,Condominium,Freehold,471.7,https://www.propertyguru.com.my/propertylisting/lastfreeholdresidentialbukitjalildualkeysconceptfreebrandfurnishforsalebycarolchong36702280,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
101,"ARIA Luxury Residence, KLCC"," Jalan Tun Razak, Kuala Lumpur Kuala Lumpur, KLCC, KL City, Kuala Lumpur",2175666,3,2,1502,Condominium,Freehold,1448.51,https://www.propertyguru.com.my/propertylisting/arialuxuryresidenceklccforsalebywing34671610,47.3776542,8.538495,KL City, Kuala Lumpur
102,The Hipster @ Taman Desa,"Jalan Desa, Taman Bukit Desa, Taman Desa, Kuala Lumpur",490000,3,2,921,New Project,Unknown,532.03,https://www.propertyguru.com.my/propertylisting/thehipstertamandesaforsalebyjohntan36701692,3.1030637,101.6850208,Taman Desa, Kuala Lumpur
103,One KL,"6 Jalan Pinang, KLCC, KL City, Kuala Lumpur",3500000,4,5,3706,Condominium,Freehold,944.41,https://www.propertyguru.com.my/propertylisting/oneklforsalebyelvisliang33912702,47.3776542,8.538495,KL City, Kuala Lumpur
104,Suasana Bangsar,"Jalan Kaloi Off Jalan Kurau, Bangsar, Kuala Lumpur",1500000,4,5,2147,Condominium,Freehold,698.65,https://www.propertyguru.com.my/propertylisting/suasanabangsarforsalebyrogerpang35599608,3.13083,101.66944,Bangsar, Kuala Lumpur
105,[ CNY Sales ] + 0% Downpayment + MRT + Freehold + High Rental,"The Food Merchant, Solaris Dutamas, Mont Kiara, Kuala Lumpur",590000,3,2,1313,Apartment,Freehold,449.35,https://www.propertyguru.com.my/propertylisting/cnysales0downpaymentmrtfreeholdhighrentalforsalebyseanlim36668434,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
106,Verve Suites @ KL South,"Jalan Klang Lama, Old Klang Road (Jalan Klang Lama), Kuala Lumpur",650000,2,2,708,Condominium,Freehold,918.08,https://www.propertyguru.com.my/propertylisting/vervesuitesklsouthforsalebywilliamchong36701230,3.0982804,101.6762084,Old Klang Road (Jalan Klang Lama), Kuala Lumpur
107,Cloud Tree @ Cheras,"Jalan Juara, Cheras, Kuala Lumpur",658000,3,2,1269,Condominium,Freehold,518.52,https://www.propertyguru.com.my/propertylisting/cloudtreecherasforsalebyjaysonchong34122981,3.0991919,101.7374229,Cheras, Kuala Lumpur
108,Cloud Tree @ Cheras,"Jalan Juara, Cheras, Kuala Lumpur",480000,3,2,893,Condominium,Freehold,537.51,https://www.propertyguru.com.my/propertylisting/cloudtreecherasforsalebyjaysonchong33434915,3.0991919,101.7374229,Cheras, Kuala Lumpur
109,Endah Puri," Jalan 1/149e, Taman Endah, Sri Petaling, Kuala Lumpur",380000,3,2,1237,Flat,Leasehold,307.19,https://www.propertyguru.com.my/propertylisting/endahpuriforsalebyamyhong36388891,3.06140365,101.6870765,Sri Petaling, Kuala Lumpur
110,[Freehold Fully Furnished + 0%D/P] KL Condo 1290sqft 300m LRT / MRT@ Desa Park City,"ParkCity Heights, Desa ParkCity, Kuala Lumpur",419000,3,2,1290,Condominium,Freehold,324.81,https://www.propertyguru.com.my/propertylisting/freeholdfullyfurnished0dpklcondo1290sqft300mlrtmrtdesaparkcityforsalebysallylee35078878,3.1863832,101.6318156,Desa ParkCity, Kuala Lumpur
111,Robson Condominium," Persiaran Syed Putra 2, Seputeh, Kuala Lumpur",680000,3,2,1313,Condominium,Freehold,517.9,https://www.propertyguru.com.my/propertylisting/robsoncondominiumforsalebywilliamchong36700703,3.1136874,101.68142,Seputeh, Kuala Lumpur
112,Pavilion Damansara Heights,"Jalan Damanlela, Damansara Heights, Kuala Lumpur",1448888,2,2,988,New Project,Unknown,1466.49,https://www.propertyguru.com.my/propertylisting/paviliondamansaraheightsforsalebykit36303667,3.1523954,101.6584455,Damansara Heights, Kuala Lumpur
113,Park Place @ Parckcity Towncenter,"Persiaran Residen, Desa ParkCity, Kuala Lumpur",1476000,3,2,1367,New Project,Unknown,1079.74,https://www.propertyguru.com.my/propertylisting/parkplaceparckcitytowncenterforsalebyalexgoh36700571,3.1863832,101.6318156,Desa ParkCity, Kuala Lumpur
114,Setapak Setapak Setapak Setapak Setapak Setapak Setapak Setapak,"Setapak, Kuala Lumpur",450000,4,3,1300,Condominium,Freehold,346.15,https://www.propertyguru.com.my/propertylisting/setapaksetapaksetapaksetapaksetapaksetapaksetapaksetapakforsalebyjennyho35928253,3.1975774,101.7139655,Setapak, Kuala Lumpur
115,Vantage Point," Jalan 4/125, Desa Petaling, Salak Selatan, Kuala Lumpur",320000,3,2,886,Condominium,Freehold,361.17,https://www.propertyguru.com.my/propertylisting/vantagepointforsalebysazrulnizad36699126,3.1020074,101.7062678,Salak Selatan, Kuala Lumpur
116,Fully Furnished [ Only 430k ! ! ] Below Market Price 30% Cash Back Free Legal Fee Mid Valley,"Mid Valley City, Kuala Lumpur",429887,3,2,1068,Condominium,Freehold,402.52,https://www.propertyguru.com.my/propertylisting/fullyfurnishedonly430kbelowmarketprice30cashbackfreelegalfeemidvalleyforsalebykelvinkon34395833,3.118506,101.6768457,Mid Valley City, Kuala Lumpur
117,Cheras Cheras Cheras Cheras Cheras Cheras Cheras Cheras Cheras Cheras Cheras Cheras Cheras Cheras,"Cheras, Kuala Lumpur",400000,3,2,1000,Condominium,Freehold,400,https://www.propertyguru.com.my/propertylisting/cherascherascherascherascherascherascherascherascherascherascherascherascherascherasforsalebycharleswong36101836,3.0991919,101.7374229,Cheras, Kuala Lumpur
118,HOT INVEST @ Beside Mall & University | Monthly RM 950 Rental RM 1800 Cash Rebate 120k,"Jalan Sultan Ismail, KL City, Kuala Lumpur",200000,2,1,500,Condominium,Freehold,400,https://www.propertyguru.com.my/propertylisting/hotinvestbesidemalluniversitymonthlyrm950rentalrm1800cashrebate120kforsalebyjaniceteam36654671,47.3776542,8.538495,KL City, Kuala Lumpur
119,UNIO Residence,"Jalan Kepong, Jinjang, Kepong, Kuala Lumpur",735000,4,3,1192,New Project,Unknown,616.61,https://www.propertyguru.com.my/propertylisting/unioresidenceforsalebyalvinyap36697791,3.2140294,101.634842,Kepong, Kuala Lumpur
120,Platinum Splendor Residensi Semarak,"Jalan Semarak, Kampung Padang Tembak, Bukit Keramat, Keramat, Kuala Lumpur",540000,3,2,1065,Condominium,Leasehold,507.04,https://www.propertyguru.com.my/propertylisting/platinumsplendorresidensisemarakforsalebyalvinyap36688352,3.1769852,101.7493586,Keramat, Kuala Lumpur
121,"Plaza Medan Putra, Kepong","Kepong, Kuala Lumpur",293000,3,2,900,Condominium,Freehold,325.56,https://www.propertyguru.com.my/propertylisting/plazamedanputrakepongforsalebydesyap35040603,3.2140294,101.634842,Kepong, Kuala Lumpur
122,288 Residences @ Kuchai Lama,"Jalan 1/127a Off Jalan Gembira, Kuchai Lama, Kuala Lumpur",615000,4,4,1440,Condominium,Freehold,427.08,https://www.propertyguru.com.my/propertylisting/288residenceskuchailamaforsalebydanielwu35910745,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
123,Le Yuan Residence,"Jalan 6/127a Off Jalan Senang Ria, Happy Garden, Kuchai Lama, Kuala Lumpur",688000,2,2,1168,Condominium,Freehold,589.04,https://www.propertyguru.com.my/propertylisting/leyuanresidenceforsalebydanielwu36696744,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
124,Palace Court,"10 Jalan 3/115c Off Jalan Kuchai Lama, Taman Kuchai J, Kuchai Lama, Kuala Lumpur",396,3,2,1313,Condominium,Leasehold,0.3,https://www.propertyguru.com.my/propertylisting/palacecourtforsalebydanielwu34505276,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
125,Arte @ Kuchai Lama,"Jalan 1/116c Off Jalan Kuchai Maju, Kuchai Entrepreneurs Park, Kuchai Lama, Kuala Lumpur",648000,4,3,1500,Condominium,Leasehold,432,https://www.propertyguru.com.my/propertylisting/artekuchailamaforsalebydanielwu36696635,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
126,Vista Damai,"Jalan Aman Off Jalan Tun Razak / Jalan Damai, KLCC, KL City, Kuala Lumpur",1100000,3,3,1429,Condominium,Freehold,769.77,https://www.propertyguru.com.my/propertylisting/vistadamaiforsalebyaimanbadam36695426,47.3776542,8.538495,KL City, Kuala Lumpur
127,EdgeWood Residences @ SkySanctuary,"Kampung Baru Air Panas, Setapak, Kuala Lumpur",447000,3,2,911,New Project,Unknown,490.67,https://www.propertyguru.com.my/propertylisting/edgewoodresidencesskysanctuaryforsalebycharlieloh36419256,3.1975774,101.7139655,Setapak, Kuala Lumpur
128,Star Residences @ KLCC,"Jalan Yap Kwan Seng, Off Jalan Ampang, KLCC, KL City, Kuala Lumpur",1482220,1,1,700,Condominium,Freehold,2117.46,https://www.propertyguru.com.my/propertylisting/starresidencesklccforsalebywing36492662,47.3776542,8.538495,KL City, Kuala Lumpur
129,Pangsapuri Mawar (Sentul),"Jalan 7/48A, Bandar Baru Sentul, Sentul, Kuala Lumpur",350000,3,2,1050,Apartment,Leasehold,333.33,https://www.propertyguru.com.my/propertylisting/pangsapurimawarsentulforsalebymohdyazzer36638086,3.1786181,101.6954775,Sentul, Kuala Lumpur
130,Seasons Garden Residences @ Wangsa Maju,"Jalan 26/26, Taman Setapak Jaya, Seksyen 10 Wangsa Maju, Wangsa Maju, Kuala Lumpur",475000,3,2,770,Condominium,Leasehold,616.88,https://www.propertyguru.com.my/propertylisting/seasonsgardenresidenceswangsamajuforsalebymohdyazzer36647650,3.20568905,101.7319923,Wangsa Maju, Kuala Lumpur
131,Mandy Villa,"3703 G Jalan Segambut, Segambut, Kuala Lumpur",385000,3,2,1200,Apartment,Leasehold,320.83,https://www.propertyguru.com.my/propertylisting/mandyvillaforsalebymohdyazzer36565525,3.1864418,101.6641964,Segambut, Kuala Lumpur
132,TRX Residence,"Jalan Tun Razak, KLCC, KL City, Kuala Lumpur",2680000,3,3,1184,New Project,Unknown,2263.51,https://www.propertyguru.com.my/propertylisting/trxresidenceforsalebyryantan35663579,47.3776542,8.538495,KL City, Kuala Lumpur
133,TRX Residence,"Jalan Tun Razak, KLCC, KL City, Kuala Lumpur",1680000,2,2,850,New Project,Unknown,1976.47,https://www.propertyguru.com.my/propertylisting/trxresidenceforsalebyryantan35663620,47.3776542,8.538495,KL City, Kuala Lumpur
134,Trinity Pentamont,"Jalan Kiara 5, Mont Kiara, Mont Kiara, Kuala Lumpur",1200000,3,3,1379,New Project,Unknown,870.2,https://www.propertyguru.com.my/propertylisting/trinitypentamontforsalebyteekaishiang35852124,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
135,Kuala Lumpur Kuala Lumpur Kuala Lumpur,"KL City, Kuala Lumpur",300000,3,2,1000,Condominium,Freehold,300,https://www.propertyguru.com.my/propertylisting/kualalumpurkualalumpurkualalumpurforsalebycjtiew35727588,47.3776542,8.538495,KL City, Kuala Lumpur
136,"Teratai Mewah (Block 15, 17, 19, 21)","Jalan Langkawi, Taman Setapak, Setapak, Kuala Lumpur",200000,3,1,657,Apartment,Freehold,304.41,https://www.propertyguru.com.my/propertylisting/terataimewahblock15171921forsalebywilliamyeoh36694416,3.1975774,101.7139655,Setapak, Kuala Lumpur
137,Prima Setapak II,"Jalan Gombak Sejahtera, Setapak, Setapak, Kuala Lumpur",430000,3,2,1248,Condominium,Freehold,344.55,https://www.propertyguru.com.my/propertylisting/primasetapakiiforsalebywilliamyeoh36694399,3.1975774,101.7139655,Setapak, Kuala Lumpur
138,Platinum Hill PV 2,"No. 2 Jalan Taman Melati 1, Taman Melati Utama, Setapak, Kuala Lumpur",520000,4,2,1313,Condominium,Freehold,396.04,https://www.propertyguru.com.my/propertylisting/platinumhillpv2forsalebywilliamyeoh36694371,3.1975774,101.7139655,Setapak, Kuala Lumpur
139,"Wangsa 9 Residency, Wangsa Maju"," Jalan Wangsa Perdana 1, Wangsa Maju Wangsa Maju, Wangsa Maju, Kuala Lumpur",6000000,6,8,5199,Condominium,Leasehold,1154.07,https://www.propertyguru.com.my/propertylisting/wangsa9residencywangsamajuforsalebywilliamyeoh36694378,3.20568905,101.7319923,Wangsa Maju, Kuala Lumpur
140,Seni Mont Kiara,"Changkat Duta Kiara, Mont Kiara, Kuala Lumpur",3100000,4,6,3541,Condominium,Freehold,875.46,https://www.propertyguru.com.my/propertylisting/senimontkiaraforsalebynixchin36694212,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
141,2R2B2Carpark monthly installment RM1500 Rental Income Monthly  RM2800,"Kenny Hills (Bukit Tunku), Bukit Tunku, Kuala Lumpur",489000,2,2,950,Condominium,Freehold,514.74,https://www.propertyguru.com.my/propertylisting/2r2b2carparkmonthlyinstallmentrm1500rentalincomemonthlyrm2800forsalebyangiechew35647086,3.1665811,101.6806678,Bukit Tunku, Kuala Lumpur
142,BUKIT JALIL PAVILION 5 Mins Away Freehold Luxury Condo 3Rooms 3Baths 1200SQ. FT. [ Free MOT ],"Desa ParkCity, Kuala Lumpur",480000,3,3,1200,Condominium,Freehold,400,https://www.propertyguru.com.my/propertylisting/bukitjalilpavilion5minsawayfreeholdluxurycondo3rooms3baths1200sqftfreemotforsalebycatherinechew36503201,3.1863832,101.6318156,Desa ParkCity, Kuala Lumpur
143,Pinnacle,"1 Jalan Radin Anum 1, Sri Petaling, Kuala Lumpur",590000,3,3,884,Condominium,Leasehold,667.42,https://www.propertyguru.com.my/propertylisting/pinnacleforsalebyfaink36324642,3.06140365,101.6870765,Sri Petaling, Kuala Lumpur
144,Lido Residency,"Jalan Yaacob Latif Off Jalan Cheras, Cheras, Kuala Lumpur",520000,2,2,963,Condominium,Leasehold,539.98,https://www.propertyguru.com.my/propertylisting/lidoresidencyforsalebyfaink36687853,3.0991919,101.7374229,Cheras, Kuala Lumpur
145,"Completed 2023 Q1, Freehold 1, 200sf 3Room2Bath, Dual Balcony","Taman Segar, Cheras, Kuala Lumpur",455999,3,2,1200,Condominium,Freehold,380,https://www.propertyguru.com.my/propertylisting/completed2023q1freehold1200sf3room2bathdualbalconyforsalebynelsontan36547643,3.0991919,101.7374229,Cheras, Kuala Lumpur
146,TRX Residence,"Jalan Tun Razak, KLCC, KL City, Kuala Lumpur",1290000,1,1,624,New Project,Unknown,2067.31,https://www.propertyguru.com.my/propertylisting/trxresidenceforsalebyjesschyi36692816,47.3776542,8.538495,KL City, Kuala Lumpur
147,[FOREIGNER WELCOME] Damansara Freehold I Ready Soon I Free 70% Furnished,"Taman Tun Dr Ismail, Kuala Lumpur",970000,3,2,1460,Condominium,Freehold,664.38,https://www.propertyguru.com.my/propertylisting/foreignerwelcomedamansarafreeholdireadysoonifree70furnishedforsalebyshawnkuan36545139,3.1508079,101.6249189,Taman Tun Dr Ismail, Kuala Lumpur
148,TRX Residence,"Jalan Tun Razak, KLCC, KL City, Kuala Lumpur",2698000,3,3,1184,New Project,Unknown,2278.72,https://www.propertyguru.com.my/propertylisting/trxresidenceforsalebyjesschyi36692768,47.3776542,8.538495,KL City, Kuala Lumpur
149,TRX Residence,"Jalan Tun Razak, KLCC, KL City, Kuala Lumpur",1355000,1,1,700,New Project,Unknown,1935.71,https://www.propertyguru.com.my/propertylisting/trxresidenceforsalebyjesschyi36692791,47.3776542,8.538495,KL City, Kuala Lumpur
150,Pavilion Hilltop @ Mont Kiara,"Lot 67209 Jalan Cangkat Duta Kiara Off Jalan Duta Kiara, Puncak Kiara, Mont Kiara, Kuala Lumpur",1450000,3,2,1200,Condominium,Freehold,1208.33,https://www.propertyguru.com.my/propertylisting/pavilionhilltopmontkiaraforsalebyjamieaw36138871,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
151,RM370k [ 900sqft 2Car Park ] 【Low Density】10 Units per Floor [ Free 99k Furniture ] @ Cheras,"Taman Maluri, Cheras, Kuala Lumpur",370000,2,2,900,Condominium,Freehold,411.11,https://www.propertyguru.com.my/propertylisting/rm370k900sqft2carparklowdensity10unitsperfloorfree99kfurniturecherasforsalebychrisng36422952,3.0991919,101.7374229,Cheras, Kuala Lumpur
152,[Freehold 1350sf]Completed condo latest new package free furnished free all legal fee,"Kepong, Kuala Lumpur",428800,3,2,1350,Condominium,Freehold,317.63,https://www.propertyguru.com.my/propertylisting/freehold1350sfcompletedcondolatestnewpackagefreefurnishedfreealllegalfeeforsalebyjerry36415428,3.2140294,101.634842,Kepong, Kuala Lumpur
153,Residensi 22 @ Mont Kiara,"Residensi 22 Jalan Kiara 3, Mont Kiara, Kuala Lumpur",1900000,3,4,1878,Condominium,Freehold,1011.71,https://www.propertyguru.com.my/propertylisting/residensi22montkiaraforsalebyzee36282974,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
154,Sunway Velocity KL Maluri Duplex Condo,"Taman Maluri Cheras, Cheras, Kuala Lumpur",435000,3,2,1050,Condominium,Leasehold,414.29,https://www.propertyguru.com.my/propertylisting/sunwayvelocityklmaluriduplexcondoforsalebyjasonyap36667469,3.0991919,101.7374229,Cheras, Kuala Lumpur
155,Seasons Garden Residences @ Wangsa Maju,"Jalan 26/26, Taman Setapak Jaya, Seksyen 10 Wangsa Maju, Wangsa Maju, Kuala Lumpur",495000,4,2,850,Condominium,Leasehold,582.35,https://www.propertyguru.com.my/propertylisting/seasonsgardenresidenceswangsamajuforsalebyjianajimain36690762,3.20568905,101.7319923,Wangsa Maju, Kuala Lumpur
156,TWY Duplex Condos @ Mont Kiara,"Jalan Duta Kiara, Mont Kiara, Mont Kiara, Kuala Lumpur",760000,2,1,821,Condominium,Freehold,925.7,https://www.propertyguru.com.my/propertylisting/twyduplexcondosmontkiaraforsalebyclementchan36348988,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
157,The Legacy OUG,"Taman OUG, Kuchai Lama, Kuala Lumpur",748800,3,2,1050,New Project,Unknown,713.14,https://www.propertyguru.com.my/propertylisting/thelegacyougforsalebyashleywoon36690611,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
158,Platinum Hill PV 5,"2  Jalan Melati Utama 3, Taman Melati Utama, Setapak, Kuala Lumpur",400000,4,2,1272,Condominium,Freehold,314.47,https://www.propertyguru.com.my/propertylisting/platinumhillpv5forsalebyjordoncheng36690570,3.1975774,101.7139655,Setapak, Kuala Lumpur
159,Hampton Damansara,"Hampton Damansara Persiaran Tecoma Off LDP Highway, Country Heights Damansara, Kuala Lumpur",980000,3,2,1426,Condominium,Freehold,687.24,https://www.propertyguru.com.my/propertylisting/hamptondamansaraforsalebyamyyap36610573,3.1780561,101.6312206,Country Heights Damansara, Kuala Lumpur
160,The Legacy OUG,"Taman OUG, Kuchai Lama, Kuala Lumpur",739800,3,2,1050,New Project,Unknown,704.57,https://www.propertyguru.com.my/propertylisting/thelegacyougforsalebyashleywoon36258881,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
161,Riana Green East Condominium Wangsa Maju,"Wangsa Maju, Kuala Lumpur",530000,2,2,1109,Condominium,Leasehold,477.91,https://www.propertyguru.com.my/propertylisting/rianagreeneastcondominiumwangsamajuforsalebyakmaladam36685148,3.20568905,101.7319923,Wangsa Maju, Kuala Lumpur
162,The Forum,"Jalan Tun Razak, Imbi, Wilayah Persekutuan, KL City, Kuala Lumpur",620000,2,2,1238,Condominium,Freehold,500.81,https://www.propertyguru.com.my/propertylisting/theforumforsalebylouiskhoo35703859,47.3776542,8.538495,KL City, Kuala Lumpur
163,28 Dutamas,"Jalan Dutamas Raya Off Dutamas, Kuala Lumpur, Solaris Dutamas, Mont Kiara, Kuala Lumpur",813431,4,3,1467,Condominium,Freehold,554.49,https://www.propertyguru.com.my/propertylisting/28dutamasforsalebyagneslee36230752,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
164,Mercu Summer Suites @ Kuala Lumpur,"Mercu Summer Suites Jalan Cendana, Jalan Sultan Ismail, KL City, Kuala Lumpur",668000,2,2,1145,Apartment,Leasehold,583.41,https://www.propertyguru.com.my/propertylisting/mercusummersuiteskualalumpurforsalebyjack32804656,47.3776542,8.538495,KL City, Kuala Lumpur
165,Rental Cover Instalment + Free Furnished [Walking to Shopping Mall] Airbnb HotSpot,"KLCC, KL City, Kuala Lumpur",300000,2,1,700,Condominium,Freehold,428.57,https://www.propertyguru.com.my/propertylisting/rentalcoverinstalmentfreefurnishedwalkingtoshoppingmallairbnbhotspotforsalebycassandrachung32843073,47.3776542,8.538495,KL City, Kuala Lumpur
166,【500M Walk to KLCC Freehold with Top Sky Facilities】Low Entry +Tourist Hotspot,"City Centre, KL City, Kuala Lumpur",550000,2,2,650,Condominium,Freehold,846.15,https://www.propertyguru.com.my/propertylisting/500mwalktoklccfreeholdwithtopskyfacilitieslowentrytouristhotspotforsalebycassandrachung36607476,47.3776542,8.538495,KL City, Kuala Lumpur
167,Aira Residence,"Jalan Batai, Damansara Heights, Kuala Lumpur",2880000,3,3,1894,Condominium,Freehold,1520.59,https://www.propertyguru.com.my/propertylisting/airaresidenceforsalebywendychua36220228,3.1523954,101.6584455,Damansara Heights, Kuala Lumpur
168,28 Mont Kiara,"32 Jalan Kiara, Mont Kiara, Kuala Lumpur",2300000,4,5,3000,Condominium,Freehold,766.67,https://www.propertyguru.com.my/propertylisting/28montkiaraforsalebycaydenwong36381077,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
169,KLCC Last 30 unit Freehold Resident with High Cashback,"KLCC, KL City, Kuala Lumpur",700118,2,2,877,Condominium,Freehold,798.31,https://www.propertyguru.com.my/propertylisting/klcclast30unitfreeholdresidentwithhighcashbackforsalebyerictham36575848,47.3776542,8.538495,KL City, Kuala Lumpur
170,Below Market Price Resident in Bukit Bintang,"Bukit Bintang, KL City, Kuala Lumpur",780118,2,2,877,Condominium,Freehold,889.53,https://www.propertyguru.com.my/propertylisting/belowmarketpriceresidentinbukitbintangforsalebyerictham36575818,47.3776542,8.538495,KL City, Kuala Lumpur
171,KL City Freehold Hot Selling Resident (High Cashback）,"City Centre, KL City, Kuala Lumpur",728118,2,1,738,Condominium,Freehold,986.61,https://www.propertyguru.com.my/propertylisting/klcityfreeholdhotsellingresidenthighcashbackforsalebyerictham36575839,47.3776542,8.538495,KL City, Kuala Lumpur
172,The Legacy OUG,"Taman OUG, Kuchai Lama, Kuala Lumpur",1055800,5,4,1750,New Project,Unknown,603.31,https://www.propertyguru.com.my/propertylisting/thelegacyougforsalebyrainlim36666007,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
