,PropertyName,Address,Price,No_Bedrooms,No_Bathrooms,Floorsize,Property_Type,Tenure,PSF,link,Latitude,Longitude,District,State
411,Verve Suites @ KL South,"Jalan Klang Lama, Old Klang Road (Jalan Klang Lama), Kuala Lumpur",590000,2,2,703,Condominium,Freehold,839.26,https://www.propertyguru.com.my/propertylisting/vervesuitesklsouthforsalebyafiqshuhaimi36643015,3.0982804,101.6762084,Old Klang Road (Jalan Klang Lama), Kuala Lumpur
412,Verve Suites @ KL South,"Jalan Klang Lama, Old Klang Road (Jalan Klang Lama), Kuala Lumpur",610000,2,2,729,Condominium,Freehold,836.76,https://www.propertyguru.com.my/propertylisting/vervesuitesklsouthforsalebyafiqshuhaimi36643411,3.0982804,101.6762084,Old Klang Road (Jalan Klang Lama), Kuala Lumpur
413,Verve Suites @ KL South,"Jalan Klang Lama, Old Klang Road (Jalan Klang Lama), Kuala Lumpur",700000,2,2,876,Condominium,Freehold,799.09,https://www.propertyguru.com.my/propertylisting/vervesuitesklsouthforsalebyafiqshuhaimi36643675,3.0982804,101.6762084,Old Klang Road (Jalan Klang Lama), Kuala Lumpur
414,Scenaria @ North Kiara Hills,"Jalan 6/38a Off Jalan Segambut, Taman Sri Sinar, Segambut, Segambut, Kuala Lumpur",610000,3,2,1019,Condominium,Freehold,598.63,https://www.propertyguru.com.my/propertylisting/scenarianorthkiarahillsforsalebyvincent36636406,3.1864418,101.6641964,Segambut, Kuala Lumpur
415,Suria Jelatek Residence,"Jalan Jelatek, Ampang Hilir, Jalan Ampang, KL City, Kuala Lumpur",550000,3,2,1421,Condominium,Leasehold,387.05,https://www.propertyguru.com.my/propertylisting/suriajelatekresidenceforsalebymuhammadasyrafshabarshah36700007,47.3776542,8.538495,KL City, Kuala Lumpur
416,The Henge Kepong,"The Henge Jalan Metro Perdana Barat, Taman Usahawan Kepong, Kepong, Kuala Lumpur",449000,3,2,1100,Condominium,Leasehold,408.18,https://www.propertyguru.com.my/propertylisting/thehengekepongforsalebycharmainetan36286458,3.2140294,101.634842,Kepong, Kuala Lumpur
417,Stonor 3 @ KLCC,"Stonor 3 Lorong Stonor Off Persiaran Stonor, KLCC, KL City, Kuala Lumpur",1350000,3,2,1031,Condominium,Freehold,1309.41,https://www.propertyguru.com.my/propertylisting/stonor3klccforsalebyjaydenyong36698467,47.3776542,8.538495,KL City, Kuala Lumpur
418,"kuchai lama MRT Project 2 station to TRX, 5 station to KLCC , Walking distance to MRT","Old Klang Road (Kuchai Lama), Kuchai Lama, Kuala Lumpur",300000,2,1,550,Condominium,Leasehold,545.45,https://www.propertyguru.com.my/propertylisting/kuchailamamrtproject2stationtotrx5stationtoklccwalkingdistancetomrtforsalebypayeelim36657453,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
419,South Brooks,"Jalan Residen Utama, ParkCity Heights, Desa ParkCity, Kuala Lumpur",1100000,3,2,1194,Condominium,Freehold,921.27,https://www.propertyguru.com.my/propertylisting/southbrooksforsalebytonyong36435469,3.1863832,101.6318156,Desa ParkCity, Kuala Lumpur
420,Villa Wangsamas,"Jalan Seri Wangsa 1, Wangsa Maju, Kuala Lumpur",460000,4,3,1267,Condominium,Freehold,363.06,https://www.propertyguru.com.my/propertylisting/villawangsamasforsalebyjctai34654246,3.20568905,101.7319923,Wangsa Maju, Kuala Lumpur
421,Ceriaan Kiara,"Jalan Kiara 3, Aman Kiara, Mont Kiara, Kuala Lumpur",1330000,3,4,3639,Condominium,Freehold,365.49,https://www.propertyguru.com.my/propertylisting/ceriaankiaraforsalebychongyenling33463060,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
422,Pearl Suria,"Jalan Sepadu Off Taman United, Old Klang Road (Jalan Klang Lama), Kuala Lumpur",525000,2,2,860,Condominium,Leasehold,610.47,https://www.propertyguru.com.my/propertylisting/pearlsuriaforsalebyashleysaw35386969,3.0982804,101.6762084,Old Klang Road (Jalan Klang Lama), Kuala Lumpur
423,Pearl Suria,"Jalan Sepadu Off Taman United, Old Klang Road (Jalan Klang Lama), Kuala Lumpur",680000,3,2,1202,Condominium,Leasehold,565.72,https://www.propertyguru.com.my/propertylisting/pearlsuriaforsalebyashleysaw35917970,3.0982804,101.6762084,Old Klang Road (Jalan Klang Lama), Kuala Lumpur
424,Parkhill Residence Bukit Jalil,"Jalan Teknologi 1, Technology Park Malaysia, Bukit Jalil, Kuala Lumpur",555000,3,2,1100,Condominium,Leasehold,504.55,https://www.propertyguru.com.my/propertylisting/parkhillresidencebukitjalilforsalebyweewan36667391,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
425,Seni Mont Kiara," Changkat Duta Kiara, Mont Kiara, Kuala Lumpur",2000000,3,3,2411,Condominium,Freehold,829.53,https://www.propertyguru.com.my/propertylisting/senimontkiaraforsalebyxinziyew36697066,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
426,One KL,"6 Jalan Pinang, KLCC, KL City, Kuala Lumpur",3600000,4,5,3285,Condominium,Freehold,1095.89,https://www.propertyguru.com.my/propertylisting/oneklforsalebyphuakinhin35559478,47.3776542,8.538495,KL City, Kuala Lumpur
427,Mutiara Villa (Bukit Bintang)," Jalan Tingkat Tong Shin, Bukit Bintang, KL City, Kuala Lumpur",430000,2,1,785,Condominium,Freehold,547.77,https://www.propertyguru.com.my/propertylisting/mutiaravillabukitbintangforsalebyjaysensee36636896,47.3776542,8.538495,KL City, Kuala Lumpur
428,Meadow Park 2,"Jalan 1/130, Taman Gembira, Wilayah Persekutuan Ku, Happy Garden, Kuchai Lama, Kuala Lumpur",270000,3,2,932,Condominium,Freehold,289.7,https://www.propertyguru.com.my/propertylisting/meadowpark2forsalebyweewan36621456,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
429,Stonor Park," Jalan Stonor, KL City, Kuala Lumpur",2700000,4,5,3228,Condominium,Freehold,836.43,https://www.propertyguru.com.my/propertylisting/stonorparkforsalebydavesidhu36672645,47.3776542,8.538495,KL City, Kuala Lumpur
430,288 Residency," Jalan 1/50, Off Jalan Gombak, Taman P Ramlee, Setapak, Kuala Lumpur",530000,3,2,1215,Condominium,Freehold,436.21,https://www.propertyguru.com.my/propertylisting/288residencyforsalebydanielwu34594539,3.1975774,101.7139655,Setapak, Kuala Lumpur
431,Palace Court,"10 Jalan 3/115c Off Jalan Kuchai Lama, Taman Kuchai J, Kuchai Lama, Kuala Lumpur",380000,2,2,936,Condominium,Leasehold,405.98,https://www.propertyguru.com.my/propertylisting/palacecourtforsalebydanielwu36263349,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
432,Vista Komanwel B,"Jln Jalil Perkasa 19, Bukit Jalil, Bukit Jalil, Kuala Lumpur",460000,3,2,1224,Condominium,Freehold,375.82,https://www.propertyguru.com.my/propertylisting/vistakomanwelbforsalebydarrenwong32188730,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
433,Arte @ Kuchai Lama,"Jalan 1/116c Off Jalan Kuchai Maju, Kuchai Entrepreneurs Park, Kuchai Lama, Kuala Lumpur",678000,4,3,1732,Condominium,Leasehold,391.45,https://www.propertyguru.com.my/propertylisting/artekuchailamaforsalebydanielwu36695495,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
434,Sri Putramas,"Jalan Kuching, Jalan Kuching, KL City, Kuala Lumpur",400000,3,2,1100,Condominium,Freehold,363.64,https://www.propertyguru.com.my/propertylisting/sriputramasforsalebymohdyazzer36637971,47.3776542,8.538495,KL City, Kuala Lumpur
435,Dynasty Garden Condominium,"Jalan Kuchai Maju 9, Kuchai Entrepreneurs Park, Old Klang Road (Jalan Klang Lama), Kuala Lumpur",430000,3,2,1120,Condominium,Leasehold,383.93,https://www.propertyguru.com.my/propertylisting/dynastygardencondominiumforsalebydanielwu36695391,3.0982804,101.6762084,Old Klang Road (Jalan Klang Lama), Kuala Lumpur
436,Vista Komanwel C," OFF Jalan Barat, Bandar Bukit Jalil, Bukit Jalil, Kuala Lumpur",450000,3,2,1224,Apartment,Freehold,367.65,https://www.propertyguru.com.my/propertylisting/vistakomanwelcforsalebydarrenwong32151689,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
437,Kuchai Avenue," Jalan 2/116b, Kuchai Lama, Kuala Lumpur",390000,3,2,935,Apartment,Freehold,417.11,https://www.propertyguru.com.my/propertylisting/kuchaiavenueforsalebydanielwu36695285,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
438,Vista Angkasa," Jalan Kerinchi, Kampung Kerinchi, KL City, Kuala Lumpur",375000,4,2,1000,Apartment,Leasehold,375,https://www.propertyguru.com.my/propertylisting/vistaangkasaforsalebyshamsiahajmain35185786,47.3776542,8.538495,KL City, Kuala Lumpur
439,Vista Komanwel A," Jalan Barat, Bandar Bukit Jalil, Bukit Jalil, Kuala Lumpur",368000,3,2,1252,Condominium,Freehold,293.93,https://www.propertyguru.com.my/propertylisting/vistakomanwelaforsalebydarrenwong32420908,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
440,Gembira Residen (G Residence),"Jalan Senang Ria, Off Jalan Gembira, Happy Garden, Kuchai Lama, Kuala Lumpur",658999,3,3,1392,Condominium,Freehold,473.42,https://www.propertyguru.com.my/propertylisting/gembiraresidengresidenceforsalebydanielwu36561394,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
441,Gembira Residen (G Residence),"Jalan Senang Ria, Off Jalan Gembira, Happy Garden, Kuchai Lama, Kuala Lumpur",670000,3,2,1168,Condominium,Freehold,573.63,https://www.propertyguru.com.my/propertylisting/gembiraresidengresidenceforsalebydanielwu36561319,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
442,"Lexa Residence @ The Quartz, Wangsa Maju","Jalan 34/26 Jalan 34/26, Wangsa Maju, Kuala Lumpur",500000,3,2,819,Condominium,Freehold,610.5,https://www.propertyguru.com.my/propertylisting/lexaresidencethequartzwangsamajuforsalebymaxgan32128039,3.20568905,101.7319923,Wangsa Maju, Kuala Lumpur
443,The Henge Kepong,"The Henge Jalan Metro Perdana Barat, Taman Usahawan Kepong, Kepong, Kuala Lumpur",599999,3,2,1100,Condominium,Leasehold,545.45,https://www.propertyguru.com.my/propertylisting/thehengekepongforsalebymichelleyun36644831,3.2140294,101.634842,Kepong, Kuala Lumpur
444,Mizumi Residences,"Jalan Metro Perdana Barat, Tmn Metropolitan Kepong, Kepong, Kuala Lumpur",500000,4,2,932,Condominium,Leasehold,536.48,https://www.propertyguru.com.my/propertylisting/mizumiresidencesforsalebychaoxiang36352947,3.2140294,101.634842,Kepong, Kuala Lumpur
445,"The Herz, Kepong","Jalan 3/3a, Kepong Baru, Kepong, Kuala Lumpur",629999,3,3,1216,Condominium,Leasehold,518.09,https://www.propertyguru.com.my/propertylisting/theherzkepongforsalebymichelleyun36686193,3.2140294,101.634842,Kepong, Kuala Lumpur
446,Seni Mont Kiara," Changkat Duta Kiara, Mont Kiara, Kuala Lumpur",2950000,4,5,3541,Condominium,Freehold,833.1,https://www.propertyguru.com.my/propertylisting/senimontkiaraforsalebymayhwa35679720,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
447,Seni Mont Kiara," Changkat Duta Kiara, Mont Kiara, Kuala Lumpur",2300000,4,5,2906,Condominium,Freehold,791.47,https://www.propertyguru.com.my/propertylisting/senimontkiaraforsalebymayhwa34938348,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
448,Amadesa Resort Condominium,"Jalan 5/125 Desa Petaling, Desa Petaling, Kuala Lumpur",420000,3,2,1238,Condominium,Leasehold,339.26,https://www.propertyguru.com.my/propertylisting/amadesaresortcondominiumforsalebybryanbeh35620143,3.0841851,101.7035521,Desa Petaling, Kuala Lumpur
449,Suria Jelatek Residence," Jalan Jelatek, Ampang Hilir, Jalan Ampang, KL City, Kuala Lumpur",585000,3,2,1421,Condominium,Leasehold,411.68,https://www.propertyguru.com.my/propertylisting/suriajelatekresidenceforsalebyrhymeemohammad36342804,47.3776542,8.538495,KL City, Kuala Lumpur
450,Bayu Tasik 2," Jalan Sri Permaisuri 5, Bandar Sri Permaisuri, Cheras, Kuala Lumpur",348000,3,2,1042,Condominium,Leasehold,333.97,https://www.propertyguru.com.my/propertylisting/bayutasik2forsalebyvincenttan36518878,3.0991919,101.7374229,Cheras, Kuala Lumpur
451,The Park Residences,"2 Bangsar South, Jalan 1/112H, Off Jalan Kerinchi, Bangsar South, Kuala Lumpur",1450000,3,3,2095,Condominium,Leasehold,692.12,https://www.propertyguru.com.my/propertylisting/theparkresidencesforsalebyraymondling34957101,3.1129733,101.6667294,Bangsar South, Kuala Lumpur
452,KL Eco City Vogue Suites 1,"KL Eco City, Jalan Bangsar, Bangsar, Kuala Lumpur",930000,1,1,745,Apartment,Leasehold,1248.32,https://www.propertyguru.com.my/propertylisting/klecocityvoguesuites1forsalebyfloreenyong33316323,3.13083,101.66944,Bangsar, Kuala Lumpur
453,Sky Suites @ KLCC,"18 Jalan P. Ramlee, KLCC, KL City, Kuala Lumpur",790000,2,2,650,Apartment,Freehold,1215.38,https://www.propertyguru.com.my/propertylisting/skysuitesklccforsalebywestlow36526977,47.3776542,8.538495,KL City, Kuala Lumpur
454,28 Mont Kiara,"32 Jalan Kiara, Mont Kiara, Kuala Lumpur",2500000,5,5,3000,Condominium,Freehold,833.33,https://www.propertyguru.com.my/propertylisting/28montkiaraforsalebycruzlooi35757030,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
455,Agile Mont Kiara,"Agile Mont Kiara,Jalan Duta Kiara, Dutamas, Mont Kiara, Kuala Lumpur",2550000,5,4,2723,Condominium,Freehold,936.47,https://www.propertyguru.com.my/propertylisting/agilemontkiaraforsalebycruzlooi35833328,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
456,South Brooks,"Jalan Residen Utama, ParkCity Heights, Desa ParkCity, Kuala Lumpur",990000,2,2,1001,Condominium,Freehold,989.01,https://www.propertyguru.com.my/propertylisting/southbrooksforsalebylucasliew36672215,3.1863832,101.6318156,Desa ParkCity, Kuala Lumpur
457,South Brooks,"Jalan Residen Utama, ParkCity Heights, Desa ParkCity, Kuala Lumpur",1050000,3,2,1194,Condominium,Freehold,879.4,https://www.propertyguru.com.my/propertylisting/southbrooksforsalebylucasliew36672209,3.1863832,101.6318156,Desa ParkCity, Kuala Lumpur
458,The Avare," Lorong Kuda, OFF Jalan Tun Razak, KLCC, KL City, Kuala Lumpur",2650000,4,6,3800,Condominium,Freehold,697.37,https://www.propertyguru.com.my/propertylisting/theavareforsalebyalbert31155023,47.3776542,8.538495,KL City, Kuala Lumpur
459,South Brooks,"Jalan Residen Utama, ParkCity Heights, Desa ParkCity, Kuala Lumpur",1450000,3,3,1537,Condominium,Freehold,943.4,﻿https://www.propertyguru.com.my/propertylisting/southbrooksforsalebylucasliew36672199,3.1863832,101.6318156,Desa ParkCity, Kuala Lumpur
460,Inspirasi,"Jalan Kiara 3, Mont Kiara, Kuala Lumpur",755000,3,2,940,Condominium,Leasehold,803.19,https://www.propertyguru.com.my/propertylisting/inspirasiforsalebyeddieloo35800288,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
461,TWY Duplex Condos @ Mont Kiara,"Jalan Duta Kiara, Mont Kiara, Mont Kiara, Kuala Lumpur",720000,2,1,821,Condominium,Freehold,876.98,https://www.propertyguru.com.my/propertylisting/twyduplexcondosmontkiaraforsalebycruzlooi35804268,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
462,Bam Villa," Jalan Pria, Taman Maluri, Cheras, Kuala Lumpur",500000,3,2,1300,Condominium,Leasehold,384.62,https://www.propertyguru.com.my/propertylisting/bamvillaforsalebyfaridshamsuddin36687414,3.0991919,101.7374229,Cheras, Kuala Lumpur
463,Apartment Pelangi Magna Metro Prima Kepong KL,"Kepong, Kuala Lumpur",199000,3,2,724,Apartment,Leasehold,274.86,https://www.propertyguru.com.my/propertylisting/apartmentpelangimagnametroprimakepongklforsalebymohdfadli36687954,3.2140294,101.634842,Kepong, Kuala Lumpur
464,South Brooks,"Jalan Residen Utama, ParkCity Heights, Desa ParkCity, Kuala Lumpur",1180000,2,2,1093,Condominium,Freehold,1079.6,https://www.propertyguru.com.my/propertylisting/southbrooksforsalebycarolyong36248239,3.1863832,101.6318156,Desa ParkCity, Kuala Lumpur
465,South Brooks,"Jalan Residen Utama, ParkCity Heights, Desa ParkCity, Kuala Lumpur",1100000,2,2,1093,Condominium,Freehold,1006.4,https://www.propertyguru.com.my/propertylisting/southbrooksforsalebycarolyong36248532,3.1863832,101.6318156,Desa ParkCity, Kuala Lumpur
466,South Brooks,"Jalan Residen Utama, ParkCity Heights, Desa ParkCity, Kuala Lumpur",1450000,3,3,1536,Condominium,Freehold,944.01,https://www.propertyguru.com.my/propertylisting/southbrooksforsalebycarolyong36512171,3.1863832,101.6318156,Desa ParkCity, Kuala Lumpur
467,South Brooks,"Jalan Residen Utama, ParkCity Heights, Desa ParkCity, Kuala Lumpur",1300000,3,2,1333,Condominium,Freehold,975.24,https://www.propertyguru.com.my/propertylisting/southbrooksforsalebycarolyong36515528,3.1863832,101.6318156,Desa ParkCity, Kuala Lumpur
468,Platinum Hill PV 8," Melati Utama 3, Melati Utama, Taman Melawati, Kuala Lumpur",530000,3,2,1550,Condominium,Freehold,341.94,https://www.propertyguru.com.my/propertylisting/platinumhillpv8forsalebylouiskhoo36649847,3.2190156,101.7394509,Taman Melawati, Kuala Lumpur
469,Ketumbar Hill," Jalan Ketumbar, Taman Cheras, Cheras, Kuala Lumpur",440000,3,2,1044,Condominium,Freehold,421.46,https://www.propertyguru.com.my/propertylisting/ketumbarhillforsalebylouiskhoo36642572,3.0991919,101.7374229,Cheras, Kuala Lumpur
470,Suasana Sentral Loft," Jalan Stesen sentral 5, KL Sentral, KL Sentral, Kuala Lumpur",1300000,3,2,1538,Condominium,Freehold,845.25,https://www.propertyguru.com.my/propertylisting/suasanasentralloftforsalebylouiskhoo36642093,3.13430685,101.6863691,KL Sentral, Kuala Lumpur
471,UNIO Residence,"Jalan Kepong, Jinjang, Kepong, Kuala Lumpur",628000,2,2,866,New Project,Unknown,725.17,https://www.propertyguru.com.my/propertylisting/unioresidenceforsalebyannlim36327099,3.2140294,101.634842,Kepong, Kuala Lumpur
472,Kenny Hills Residence,"Jalan Tun Ismail Off Jalan Tunku, Bukit Tunku (Kenny Hills), Kenny Hills (Bukit Tunku), Bukit Tunku, Kuala Lumpur",3100000,4,5,3789,Condominium,Freehold,818.16,https://www.propertyguru.com.my/propertylisting/kennyhillsresidenceforsalebyjulianooi36466723,3.1665811,101.6806678,Bukit Tunku, Kuala Lumpur
473,Kenny Hills Residence,"Jalan Tun Ismail Off Jalan Tunku, Bukit Tunku (Kenny Hills), Kenny Hills (Bukit Tunku), Bukit Tunku, Kuala Lumpur",3000000,4,5,3627,Condominium,Freehold,827.13,https://www.propertyguru.com.my/propertylisting/kennyhillsresidenceforsalebyjulianooi36466612,3.1665811,101.6806678,Bukit Tunku, Kuala Lumpur
474,Scenaria @ North Kiara Hills,"Jalan 6/38a Off Jalan Segambut, Taman Sri Sinar, Segambut, Segambut, Kuala Lumpur",750000,4,2,1300,Condominium,Freehold,576.92,https://www.propertyguru.com.my/propertylisting/scenarianorthkiarahillsforsalebyalicechin36631833,3.1864418,101.6641964,Segambut, Kuala Lumpur
475,Palmyra Bangsar," Jalan Medang Tanduk, Bangsar, Kuala Lumpur",3788000,4,5,3681,Condominium,Freehold,1029.07,https://www.propertyguru.com.my/propertylisting/palmyrabangsarforsalebywanch35930748,3.13083,101.66944,Bangsar, Kuala Lumpur
476,Fortune Avenue," Jalan Metro Perdana 5, Kepong, Kuala Lumpur",409000,3,2,1153,Condominium,Leasehold,354.73,https://www.propertyguru.com.my/propertylisting/fortuneavenueforsalebycharmainetan35562804,3.2140294,101.634842,Kepong, Kuala Lumpur
477,SAVILLE @ THE PARK Bangsar,"Jalan Bukit Angkasa Off Jalan Kerinchi, Kerinchi, Bangsar South, Kuala Lumpur",568000,3,2,1019,Condominium,Freehold,557.41,https://www.propertyguru.com.my/propertylisting/savilletheparkbangsarforsalebymohdfarhan31481604,3.1129733,101.6667294,Bangsar South, Kuala Lumpur
478,Faber Heights," Jalan Desa Utama, Taman Desa, Old Klang Road (Jalan Klang Lama), Kuala Lumpur",388000,2,2,992,Condominium,Freehold,391.13,https://www.propertyguru.com.my/propertylisting/faberheightsforsalebyalanlai36480716,3.0982804,101.6762084,Old Klang Road (Jalan Klang Lama), Kuala Lumpur
479,The Havre @ Bukit Jalil,"Lebuhraya Bukit Jalil, Bukit Jalil, Kuala Lumpur",560000,3,3,1023,Condominium,Leasehold,547.41,https://www.propertyguru.com.my/propertylisting/thehavrebukitjalilforsalebyashleysaw36198781,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
480,Hampshire Place," Persiaran Hampshire, KLCC, KL City, Kuala Lumpur",980000,1,1,915,Condominium,Freehold,1071.04,https://www.propertyguru.com.my/propertylisting/hampshireplaceforsalebyseancheah36254570,47.3776542,8.538495,KL City, Kuala Lumpur
481,The Havre @ Bukit Jalil,"Lebuhraya Bukit Jalil, Bukit Jalil, Kuala Lumpur",550000,3,3,1023,Condominium,Leasehold,537.63,https://www.propertyguru.com.my/propertylisting/thehavrebukitjalilforsalebyashleysaw36258680,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
482,Star Residences @ KLCC,"Jalan Yap Kwan Seng, Off Jalan Ampang, KLCC, KL City, Kuala Lumpur",1800000,2,2,937,Condominium,Freehold,1921.02,https://www.propertyguru.com.my/propertylisting/starresidencesklccforsalebynicholasloo32335973,47.3776542,8.538495,KL City, Kuala Lumpur
483,Vista Komanwel C," OFF Jalan Barat, Bandar Bukit Jalil, Bukit Jalil, Kuala Lumpur",530000,4,3,1424,Apartment,Freehold,372.19,https://www.propertyguru.com.my/propertylisting/vistakomanwelcforsalebychrislimpekyean36178447,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
484,18 Madge,"18 Jalan Madge, Ampang Hilir, Kuala Lumpur",2250000,3,5,2238,New Project,Unknown,1005.36,https://www.propertyguru.com.my/propertylisting/18madgeforsalebynicholasloo36557603,3.1585208,101.7401858,Ampang Hilir, Kuala Lumpur
485,ALIX Residences,"Jalan Dutamas Dahlia 5, Dutamas, North Kiara, Mont Kiara, Kuala Lumpur",1000000,3,3,1485,New Project,Unknown,673.4,https://www.propertyguru.com.my/propertylisting/alixresidencesforsalebynovachua34744822,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
486,Casa Green @ Bukit Jalil,"Jalan 5/155, Bukit Jalil, Kuala Lumpur",480000,3,3,1003,Condominium,Leasehold,478.56,https://www.propertyguru.com.my/propertylisting/casagreenbukitjalilforsalebyboeylau35025610,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
487,Le Yuan Residence,"Jalan 6/127a Off Jalan Senang Ria, Happy Garden, Kuchai Lama, Kuala Lumpur",748000,3,2,1392,Condominium,Freehold,537.36,https://www.propertyguru.com.my/propertylisting/leyuanresidenceforsalebyjoecheang36512799,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
488,Parkhill Residence Bukit Jalil,"Jalan Teknologi 1, Technology Park Malaysia, Bukit Jalil, Kuala Lumpur",560000,3,2,1100,Condominium,Leasehold,509.09,https://www.propertyguru.com.my/propertylisting/parkhillresidencebukitjalilforsalebyboeylau36216422,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
489,Platinum OUG Residence,"No. 2, Jalan Jalil Muhibbah, Kg Muhibah, Bukit Jalil, Kuala Lumpur",510000,3,3,1250,Condominium,Leasehold,408,https://www.propertyguru.com.my/propertylisting/platinumougresidenceforsalebymikolew36624001,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
490,READY MOVE IN 2021! 3R2B 1200sf 450k only cashback 100k @Super Low Density,"Taman Connaught, Cheras, Kuala Lumpur",450000,3,2,1200,Condominium,Freehold,375,https://www.propertyguru.com.my/propertylisting/readymovein20213r2b1200sf450konlycashback100ksuperlowdensityforsalebypeiylink33332542,3.0991919,101.7374229,Cheras, Kuala Lumpur
491,ViPod Residences @ KLCC,"Jalan Kia Peng Off Jalan Raja Chulan, KLCC, KLCC, KL City, Kuala Lumpur",3600000,5,4,2525,Condominium,Freehold,1425.74,https://www.propertyguru.com.my/propertylisting/vipodresidencesklccforsalebylisang36512396,47.3776542,8.538495,KL City, Kuala Lumpur
492,Dua Menjalara Kondominium,"Jalan 2/62b Off Jalan 1/62b, Bandar Menjalara, Bandar Menjalara, Kuala Lumpur",1280000,4,4,2411,Condominium,Leasehold,530.9,https://www.propertyguru.com.my/propertylisting/duamenjalarakondominiumforsalebyechong36619096,3.1941339,101.6272283,Bandar Menjalara, Kuala Lumpur
493,SkyVogue Residences @ Taman Desa,"Jalan 1/109f, Taman Desa, Kuala Lumpur",729000,3,2,1400,New Project,Unknown,520.71,https://www.propertyguru.com.my/propertylisting/skyvogueresidencestamandesaforsalebycharlieloh36412417,3.1030637,101.6850208,Taman Desa, Kuala Lumpur
494,UNIO Residence,"Jalan Kepong, Jinjang, Kepong, Kuala Lumpur",915000,3,3,1311,New Project,Unknown,697.94,https://www.propertyguru.com.my/propertylisting/unioresidenceforsalebysamwong36462012,3.2140294,101.634842,Kepong, Kuala Lumpur
495,The Reach @ Titiwangsa,"Jalan Tembaga Off Jalan Pahang, Titiwangsa, Kuala Lumpur",930000,3,3,1522,Condominium,Freehold,611.04,https://www.propertyguru.com.my/propertylisting/thereachtitiwangsaforsalebysamwong31947214,3.17401135,101.6956176,Titiwangsa, Kuala Lumpur
496,The Capers," Jalan Lima, Sentul, Kuala Lumpur",570000,2,2,857,Condominium,Freehold,665.11,https://www.propertyguru.com.my/propertylisting/thecapersforsalebysamwong35720976,3.1786181,101.6954775,Sentul, Kuala Lumpur
497,The Capers," Jalan Lima, Sentul, Kuala Lumpur",630000,2,2,999,Condominium,Freehold,630.63,https://www.propertyguru.com.my/propertylisting/thecapersforsalebysamwong33194286,3.1786181,101.6954775,Sentul, Kuala Lumpur
498,Waltz Residences,"1 Taman Overseas Union, Jalan Awan Besar, Taman OUG, Kuchai Lama, Kuala Lumpur",830000,4,3,1088,Condominium,Freehold,762.87,https://www.propertyguru.com.my/propertylisting/waltzresidencesforsalebyvincentwong35196951,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
499,The Reach @ Titiwangsa,"Jalan Tembaga Off Jalan Pahang, Titiwangsa, Kuala Lumpur",760000,3,2,1368,Condominium,Freehold,555.56,https://www.propertyguru.com.my/propertylisting/thereachtitiwangsaforsalebyweishan31110937,3.17401135,101.6956176,Titiwangsa, Kuala Lumpur
500,Bangsar Hill Park,"Lorong Maarof, Bangsar, Kuala Lumpur",1268000,3,4,1477,New Project,Unknown,858.5,https://www.propertyguru.com.my/propertylisting/bangsarhillparkforsalebyfatehal36415345,3.13083,101.66944,Bangsar, Kuala Lumpur
501,"The Hamstead, Desa Tun Razak","11 Jalan 9/118B, KL City, Kuala Lumpur",430000,3,2,947,Condominium,Leasehold,454.07,https://www.propertyguru.com.my/propertylisting/thehamsteaddesatunrazakforsalebyruisepeh33306205,47.3776542,8.538495,KL City, Kuala Lumpur
502,PPR BATU MUDA,"JALAN IPOH, Batu, Sentul, Kuala Lumpur",165000,3,2,650,Flat,Leasehold,253.85,https://www.propertyguru.com.my/propertylisting/pprbatumudaforsalebyruisepeh35165610,3.1786181,101.6954775,Sentul, Kuala Lumpur
503,Kiaramas Sutera," Jalan Desa Kiara, Mont Kiara, Mont Kiara, Kuala Lumpur",870000,3,3,1594,Condominium,Freehold,545.8,https://www.propertyguru.com.my/propertylisting/kiaramassuteraforsalebychongteckseng34622124,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
